DEBUG||show_selected_rows_only_based_on_column||Showing the following from column FUNCTION: ['cell_key_pressed']||1429181002.279994||siraj.py:437
DEBUG||show_selected_rows_only_based_on_column||Regex pattern to show: '(cell_key_pressed)'||1429181002.280056||siraj.py:439
WARNING||cell_key_pressed||A key was pressed!!!||1429181005.492712||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181005.492835||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181005.792470||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181005.792590||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181006.208374||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181006.208494||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181008.222072||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181008.222390||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181008.503792||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181008.503917||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181008.776740||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181008.776859||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181009.085468||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181009.085588||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181009.313946||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181009.314256||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181009.506350||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181009.506472||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181009.699839||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181009.700214||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181009.882539||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181009.882676||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181010.075214||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181010.075353||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181010.258812||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181010.258949||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181010.442453||siraj.py:337
INFO||cell_key_pressed||Key = 78||1429181010.442585||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181012.056996||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181012.057125||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181012.222781||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181012.222911||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181012.388560||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181012.388683||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181012.554386||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181012.554509||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181012.711203||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181012.711325||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181012.859124||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181012.859246||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181013.024891||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181013.025012||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181013.181702||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181013.181825||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181013.338622||siraj.py:337
INFO||cell_key_pressed||Key = 80||1429181013.338749||siraj.py:339
WARNING||cell_key_pressed||A key was pressed!!!||1429181014.748419||siraj.py:337
INFO||cell_key_pressed||Key = 16777223||1429181014.748544||siraj.py:339
INFO||cell_key_pressed||Delete key pressed while in the table. Clear all filters||1429181014.748588||siraj.py:342
INFO||toggle_source_view||Source view is now Invisible||1429181018.903623||siraj.py:118
INFO||toggle_source_view||Source view is now Visible||1429181019.416568||siraj.py:118
